full_id,tray_id,country_transc,country_est,country_all,continent,latitude,longitude,country_source,transcription_from,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_018,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_019,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_020,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_021,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_022,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_023,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_024,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_02_spec_025,34_7_3_tray_02,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_001,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_002,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_003,34_7_3_tray_03,,Panama,Panama,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_004,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_005,34_7_3_tray_03,,Panama,Panama,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_006,34_7_3_tray_03,,Panama,Panama,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_007,34_7_3_tray_03,,Panama,Panama,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_008,34_7_3_tray_03,,Colombia,Colombia,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_009,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_010,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_011,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_012,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_013,34_7_3_tray_03,Ecuador,transcribed,Ecuador,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_014,34_7_3_tray_03,Ecuador,transcribed,Ecuador,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_015,34_7_3_tray_03,Ecuador,transcribed,Ecuador,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_016,34_7_3_tray_03,Ecuador,transcribed,Ecuador,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_017,34_7_3_tray_03,Peru,transcribed,Peru,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_018,34_7_3_tray_03,Peru,transcribed,Peru,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_019,34_7_3_tray_03,Peru,transcribed,Peru,South America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_020,34_7_3_tray_03,Brazil,transcribed,Brazil,South America,-12.85981317,-50.50787816,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_021,34_7_3_tray_03,,Colombia,Colombia,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_022,34_7_3_tray_03,,Colombia,Colombia,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_023,34_7_3_tray_03,Colombia,transcribed,Colombia,South America,6.489437684,-74.4049378,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_024,34_7_3_tray_03,,Colombia,Colombia,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_025,34_7_3_tray_03,,Peru,Peru,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_026,34_7_3_tray_03,Panama,transcribed,Panama,North America,9.155728294,-79.84768622,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_027,34_7_3_tray_03,,Peru,Peru,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_03_spec_028,34_7_3_tray_03,,Ecuador,Ecuador,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_001,34_7_3_tray_04,United States of America,transcribed,United States of America,North America,45.6844991,-118.80637,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_002,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_003,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_004,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_005,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_006,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_007,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_008,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_009,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_010,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_011,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_012,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_013,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_014,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_015,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_016,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_017,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_018,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_019,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_020,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_021,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_022,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_023,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_024,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_025,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_026,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_027,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_028,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_029,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_030,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_031,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_032,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_033,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_04_spec_034,34_7_3_tray_04,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_001,34_7_3_tray_05,Brazil,transcribed,Brazil,South America,-30.033301,-51.20874,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_002,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_003,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_004,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_005,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_006,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_007,34_7_3_tray_05,Colombia,transcribed,Colombia,South America,,,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_008,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_009,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_010,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_011,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_012,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_013,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_014,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_015,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_016,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_017,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_018,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_019,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_020,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_021,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_022,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_05_spec_023,34_7_3_tray_05,,Brazil,Brazil,South America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_001,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,44.0528766,-123.09809,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_002,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_003,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_004,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_005,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_006,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_007,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_008,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_009,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_010,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,44.05964618,-123.1221961,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_011,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_012,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_013,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_014,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_015,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_016,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_017,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_018,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_019,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_020,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_021,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_022,34_7_3_tray_06,United States of America,transcribed,United States of America,North America,47.79748403,-122.3468641,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_023,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_024,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_025,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_026,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_027,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_028,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_029,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_030,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_031,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_032,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_06_spec_033,34_7_3_tray_06,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_001,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_002,34_7_3_tray_07,United States of America,transcribed,United States of America,North America,40.7168203,-123.89642,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_003,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_004,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_005,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_006,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_007,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_008,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_009,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_010,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_011,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_012,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_07_spec_013,34_7_3_tray_07,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_001,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,43.905223,-123.01256,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_002,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_003,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_004,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_005,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_006,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_007,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,43.94741604,-122.9391789,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_008,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_009,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_010,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,43.94741604,-122.9391789,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_011,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_012,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_013,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,45.30837989,-117.990254,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_014,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,43.94741604,-122.9391789,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_015,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_016,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_017,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_018,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_019,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_020,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_021,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_022,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_023,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_024,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_025,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_026,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_027,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_028,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_029,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_030,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_031,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_032,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_033,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_034,34_7_3_tray_08,United States of America,transcribed,United States of America,North America,,,transcribed,claude,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_035,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_08_spec_036,34_7_3_tray_08,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_09_spec_001,34_7_3_tray_09,United States of America,transcribed,United States of America,North America,47.6033808,-122.33399,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_09_spec_002,34_7_3_tray_09,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_09_spec_003,34_7_3_tray_09,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_09_spec_004,34_7_3_tray_09,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_001,34_7_3_tray_10,United States of America,transcribed,United States of America,North America,41.7298175,-123.92702,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_002,34_7_3_tray_10,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_003,34_7_3_tray_10,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_004,34_7_3_tray_10,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_005,34_7_3_tray_10,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_10_spec_006,34_7_3_tray_10,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_001,34_7_3_tray_11,United States of America,transcribed,United States of America,North America,39.0957655,-122.76372,transcribed,manual,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_002,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_003,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_004,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_005,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_006,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_007,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_008,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_009,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_010,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_011,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_012,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_013,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_014,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_015,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_016,34_7_3_tray_11,,United States of America,United States of America,North America,,,estimate,none,,,,,,,,,,,,,,,,,
34_7_3_tray_11_spec_017,34_7_3_tray_11,United States of America,transcribed,United States of America,North America,37.62347924,-121.9708147,transcribed,claude,,,,,,,,,,,,,,,,,
